StudentID,AttendancePercentage,AverageScore,FeeStatus,LMS_Logins_Per_Week,MidtermGrade,ScholarshipHolder,Target,Email,Phone,ReportingPeriod
SID_2024134,78,63.69,Paid,5,66.7,1,Enrolled,richardlang@example.org,001-452-744-6297,4
SID_2024135,90,65.99,Paid,7,59.23,1,Enrolled,cherylsmith@example.org,623-361-3609x718,1
SID_2024135,91,70.56,Paid,7,59.23,1,Enrolled,cherylsmith@example.org,623-361-3609x718,2
SID_2024135,92,68.92,Paid,7,59.23,1,Enrolled,cherylsmith@example.org,623-361-3609x718,3
SID_2024135,90,62.59,Paid,7,59.23,1,Enrolled,cherylsmith@example.org,623-361-3609x718,4
SID_2024136,90,92.42,Paid,7,83.14,0,Graduate,gary05@example.org,001-898-555-4153,1
SID_2024136,92,93.05,Paid,7,83.14,0,Graduate,gary05@example.org,001-898-555-4153,2
SID_2024136,91,93.45,Paid,7,83.14,0,Graduate,gary05@example.org,001-898-555-4153,3
SID_2024136,96,98.14,Paid,7,83.14,0,Graduate,gary05@example.org,001-898-555-4153,4
SID_2024137,40,40.53,Overdue,1,57.68,1,Dropout,timothypatrick@example.com,883.333.0346,1
SID_2024137,40,49.36,Overdue,1,57.68,1,Dropout,timothypatrick@example.com,883.333.0346,2
SID_2024137,40,50.22,Overdue,1,57.68,1,Dropout,timothypatrick@example.com,883.333.0346,3
SID_2024137,40,55.28,Overdue,1,57.68,1,Dropout,timothypatrick@example.com,883.333.0346,4
SID_2024138,41,33.65,Overdue,1,36.21,0,Dropout,anabeasley@example.net,833-654-9140x32704,1
SID_2024138,40,39.09,Overdue,1,36.21,0,Dropout,anabeasley@example.net,833-654-9140x32704,2
SID_2024138,47,43.33,Overdue,1,36.21,0,Dropout,anabeasley@example.net,833-654-9140x32704,3
SID_2024138,50,49.04,Overdue,1,36.21,0,Dropout,anabeasley@example.net,833-654-9140x32704,4
SID_2024139,86,70.33,Paid,6,75.75,1,Enrolled,brian90@example.com,750.891.9357,1
SID_2024139,81,69.33,Paid,6,75.75,1,Enrolled,brian90@example.com,750.891.9357,2
SID_2024139,85,69.4,Paid,6,75.75,1,Enrolled,brian90@example.com,750.891.9357,3
SID_2024139,81,71.22,Paid,6,75.75,1,Enrolled,brian90@example.com,750.891.9357,4
SID_2024140,40,40.92,Overdue,0,50.31,0,Dropout,sarahbarnett@example.org,+1-823-892-5004,1
SID_2024140,40,38.85,Overdue,0,50.31,0,Dropout,sarahbarnett@example.org,+1-823-892-5004,2
SID_2024140,40,45.94,Overdue,0,50.31,0,Dropout,sarahbarnett@example.org,+1-823-892-5004,3
SID_2024140,41,48.68,Overdue,0,50.31,0,Dropout,sarahbarnett@example.org,+1-823-892-5004,4
SID_2024141,87,98.73,Paid,6,78.0,0,Graduate,charris@example.net,001-902-201-0574,1
SID_2024141,89,99.83,Paid,6,78.0,0,Graduate,charris@example.net,001-902-201-0574,2
SID_2024141,88,100.0,Paid,6,78.0,0,Graduate,charris@example.net,001-902-201-0574,3
SID_2024141,89,100.0,Paid,6,78.0,0,Graduate,charris@example.net,001-902-201-0574,4
SID_2024142,96,84.18,Paid,6,91.34,0,Graduate,josephturner@example.com,+1-513-675-2010,1
SID_2024142,96,87.56,Paid,6,91.34,0,Graduate,josephturner@example.com,+1-513-675-2010,2
SID_2024142,100,87.08,Paid,6,91.34,0,Graduate,josephturner@example.com,+1-513-675-2010,3
SID_2024142,100,92.55,Paid,6,91.34,0,Graduate,josephturner@example.com,+1-513-675-2010,4
SID_2024143,69,33.82,Due,4,46.14,1,Dropout,christina71@example.com,001-225-565-9489x330,1
SID_2024143,66,35.77,Due,4,46.14,1,Dropout,christina71@example.com,001-225-565-9489x330,2
SID_2024143,72,37.83,Due,4,46.14,1,Dropout,christina71@example.com,001-225-565-9489x330,3
SID_2024143,78,41.15,Due,4,46.14,1,Dropout,christina71@example.com,001-225-565-9489x330,4
SID_2024144,84,82.54,Paid,3,59.53,0,Enrolled,larry09@example.com,(719)708-4543x105,1
SID_2024144,88,79.82,Paid,3,59.53,0,Enrolled,larry09@example.com,(719)708-4543x105,2
SID_2024144,88,86.58,Paid,3,59.53,0,Enrolled,larry09@example.com,(719)708-4543x105,3
SID_2024144,85,80.38,Paid,3,59.53,0,Enrolled,larry09@example.com,(719)708-4543x105,4
SID_2024145,75,62.48,Paid,7,68.38,1,Enrolled,franciscoromero@example.com,7814347862,1
SID_2024145,71,61.98,Paid,7,68.38,1,Enrolled,franciscoromero@example.com,7814347862,2
SID_2024145,75,61.27,Paid,7,68.38,1,Enrolled,franciscoromero@example.com,7814347862,3
SID_2024145,76,59.89,Paid,7,68.38,1,Enrolled,franciscoromero@example.com,7814347862,4
SID_2024146,92,76.8,Paid,5,87.8,1,Graduate,debralambert@example.net,(282)914-0727x900,1
SID_2024146,92,79.02,Paid,5,87.8,1,Graduate,debralambert@example.net,(282)914-0727x900,2
SID_2024146,96,79.79,Paid,5,87.8,1,Graduate,debralambert@example.net,(282)914-0727x900,3
SID_2024146,94,87.07,Paid,5,87.8,1,Graduate,debralambert@example.net,(282)914-0727x900,4
SID_2024147,76,70.13,Due,7,55.45,0,Enrolled,changsean@example.net,001-668-638-6194,1
SID_2024147,77,76.32,Due,7,55.45,0,Enrolled,changsean@example.net,001-668-638-6194,2
SID_2024147,71,69.72,Due,7,55.45,0,Enrolled,changsean@example.net,001-668-638-6194,3
SID_2024147,76,75.38,Due,7,55.45,0,Enrolled,changsean@example.net,001-668-638-6194,4
SID_2024148,94,67.51,Paid,9,62.34,0,Enrolled,hunterstephen@example.org,001-427-813-4887x435,1
SID_2024148,90,63.46,Paid,9,62.34,0,Enrolled,hunterstephen@example.org,001-427-813-4887x435,2
SID_2024148,90,65.85,Paid,9,62.34,0,Enrolled,hunterstephen@example.org,001-427-813-4887x435,3
SID_2024148,91,65.6,Paid,9,62.34,0,Enrolled,hunterstephen@example.org,001-427-813-4887x435,4
SID_2024149,69,71.68,Paid,7,75.72,0,Enrolled,ambercollier@example.net,768.326.5804,1
SID_2024149,69,72.73,Paid,7,75.72,0,Enrolled,ambercollier@example.net,768.326.5804,2
SID_2024149,72,72.46,Paid,7,75.72,0,Enrolled,ambercollier@example.net,768.326.5804,3
SID_2024149,69,73.02,Paid,7,75.72,0,Enrolled,ambercollier@example.net,768.326.5804,4
SID_2024150,45,54.25,Overdue,2,33.08,1,Dropout,matthewjohnson@example.com,700.668.2485x65077,1
SID_2024150,42,56.37,Overdue,2,33.08,1,Dropout,matthewjohnson@example.com,700.668.2485x65077,2
SID_2024150,50,57.67,Overdue,2,33.08,1,Dropout,matthewjohnson@example.com,700.668.2485x65077,3
SID_2024150,54,60.88,Overdue,2,33.08,1,Dropout,matthewjohnson@example.com,700.668.2485x65077,4
SID_2024151,79,82.25,Paid,7,70.31,0,Enrolled,hmorales@example.net,712-244-1519,1
SID_2024151,79,83.82,Paid,7,70.31,0,Enrolled,hmorales@example.net,712-244-1519,2
SID_2024151,76,86.05,Paid,7,70.31,0,Enrolled,hmorales@example.net,712-244-1519,3
SID_2024151,73,81.43,Paid,7,70.31,0,Enrolled,hmorales@example.net,712-244-1519,4
SID_2024152,97,83.73,Paid,14,79.91,0,Graduate,grichards@example.com,(379)384-1214x889,1
SID_2024152,100,85.12,Paid,14,79.91,0,Graduate,grichards@example.com,(379)384-1214x889,2
SID_2024152,99,91.75,Paid,14,79.91,0,Graduate,grichards@example.com,(379)384-1214x889,3
SID_2024152,100,90.78,Paid,14,79.91,0,Graduate,grichards@example.com,(379)384-1214x889,4
SID_2024153,40,43.36,Overdue,1,34.45,0,Dropout,danielhenderson@example.net,766.450.3407,1
SID_2024153,48,48.58,Overdue,1,34.45,0,Dropout,danielhenderson@example.net,766.450.3407,2
SID_2024153,53,53.53,Overdue,1,34.45,0,Dropout,danielhenderson@example.net,766.450.3407,3
SID_2024153,58,57.41,Overdue,1,34.45,0,Dropout,danielhenderson@example.net,766.450.3407,4
SID_2024154,40,33.01,Overdue,4,52.2,1,Dropout,zacharyhughes@example.com,(691)916-6482x065,1
SID_2024154,40,36.55,Overdue,4,52.2,1,Dropout,zacharyhughes@example.com,(691)916-6482x065,2
SID_2024154,42,41.69,Overdue,4,52.2,1,Dropout,zacharyhughes@example.com,(691)916-6482x065,3
SID_2024154,46,44.83,Overdue,4,52.2,1,Dropout,zacharyhughes@example.com,(691)916-6482x065,4
SID_2024155,40,36.64,Due,0,47.73,1,Dropout,chambersjohn@example.org,001-649-548-2413x821,1
SID_2024155,48,41.15,Due,0,47.73,1,Dropout,chambersjohn@example.org,001-649-548-2413x821,2
SID_2024155,55,49.87,Due,0,47.73,1,Dropout,chambersjohn@example.org,001-649-548-2413x821,3
SID_2024155,58,52.86,Due,0,47.73,1,Dropout,chambersjohn@example.org,001-649-548-2413x821,4
SID_2024156,98,79.19,Paid,6,82.79,0,Graduate,sanchezstanley@example.com,+1-981-683-3073x5971,1
SID_2024156,99,79.62,Paid,6,82.79,0,Graduate,sanchezstanley@example.com,+1-981-683-3073x5971,2
SID_2024156,100,85.23,Paid,6,82.79,0,Graduate,sanchezstanley@example.com,+1-981-683-3073x5971,3
SID_2024156,100,84.04,Paid,6,82.79,0,Graduate,sanchezstanley@example.com,+1-981-683-3073x5971,4
SID_2024157,58,50.01,Overdue,1,37.49,1,Dropout,wongsarah@example.com,904-453-1782,1
SID_2024157,59,52.88,Overdue,1,37.49,1,Dropout,wongsarah@example.com,904-453-1782,2
SID_2024157,64,56.62,Overdue,1,37.49,1,Dropout,wongsarah@example.com,904-453-1782,3
SID_2024157,67,60.65,Overdue,1,37.49,1,Dropout,wongsarah@example.com,904-453-1782,4
SID_2024158,90,86.74,Paid,8,67.41,0,Enrolled,bowmanbryan@example.net,688-889-2746x947,1
SID_2024158,91,85.64,Paid,8,67.41,0,Enrolled,bowmanbryan@example.net,688-889-2746x947,2
SID_2024158,90,82.14,Paid,8,67.41,0,Enrolled,bowmanbryan@example.net,688-889-2746x947,3
SID_2024158,91,82.92,Paid,8,67.41,0,Enrolled,bowmanbryan@example.net,688-889-2746x947,4
SID_2024159,80,77.76,Paid,8,71.77,0,Enrolled,arobbins@example.com,(573)201-9952x573,1
SID_2024159,85,80.71,Paid,8,71.77,0,Enrolled,arobbins@example.com,(573)201-9952x573,2
SID_2024159,84,77.52,Paid,8,71.77,0,Enrolled,arobbins@example.com,(573)201-9952x573,3
SID_2024159,83,82.4,Paid,8,71.77,0,Enrolled,arobbins@example.com,(573)201-9952x573,4
SID_2024160,91,77.26,Paid,10,73.9,0,Graduate,estephenson@example.net,+1-708-343-1077,1
SID_2024160,92,78.37,Paid,10,73.9,0,Graduate,estephenson@example.net,+1-708-343-1077,2
SID_2024160,96,83.81,Paid,10,73.9,0,Graduate,estephenson@example.net,+1-708-343-1077,3
SID_2024160,94,86.86,Paid,10,73.9,0,Graduate,estephenson@example.net,+1-708-343-1077,4
SID_2024161,96,76.38,Paid,7,89.7,1,Graduate,wshields@example.net,001-332-481-4828x80676,1
SID_2024161,96,78.6,Paid,7,89.7,1,Graduate,wshields@example.net,001-332-481-4828x80676,2
SID_2024161,100,84.91,Paid,7,89.7,1,Graduate,wshields@example.net,001-332-481-4828x80676,3
SID_2024161,98,80.09,Paid,7,89.7,1,Graduate,wshields@example.net,001-332-481-4828x80676,4
SID_2024162,88,82.32,Paid,9,83.34,0,Graduate,brett83@example.net,508.428.8784x42471,1
SID_2024162,91,87.61,Paid,9,83.34,0,Graduate,brett83@example.net,508.428.8784x42471,2
SID_2024162,90,85.28,Paid,9,83.34,0,Graduate,brett83@example.net,508.428.8784x42471,3
SID_2024162,95,86.05,Paid,9,83.34,0,Graduate,brett83@example.net,508.428.8784x42471,4
SID_2024163,71,61.18,Paid,5,71.36,0,Enrolled,cherylbartlett@example.org,252-805-7450,1
SID_2024163,77,65.75,Paid,5,71.36,0,Enrolled,cherylbartlett@example.org,252-805-7450,2
SID_2024163,74,58.96,Paid,5,71.36,0,Enrolled,cherylbartlett@example.org,252-805-7450,3
SID_2024163,74,61.67,Paid,5,71.36,0,Enrolled,cherylbartlett@example.org,252-805-7450,4
SID_2024164,40,34.74,Overdue,4,55.73,0,Dropout,lwilliams@example.com,545-860-9648x8064,1
SID_2024164,40,40.7,Overdue,4,55.73,0,Dropout,lwilliams@example.com,545-860-9648x8064,2
SID_2024164,40,45.42,Overdue,4,55.73,0,Dropout,lwilliams@example.com,545-860-9648x8064,3
SID_2024164,40,48.29,Overdue,4,55.73,0,Dropout,lwilliams@example.com,545-860-9648x8064,4
SID_2024165,41,30.0,Paid,4,43.93,0,Dropout,denise40@example.org,5237370685,1
SID_2024165,49,30.0,Paid,4,43.93,0,Dropout,denise40@example.org,5237370685,2
SID_2024165,53,30.0,Paid,4,43.93,0,Dropout,denise40@example.org,5237370685,3
SID_2024165,59,31.55,Paid,4,43.93,0,Dropout,denise40@example.org,5237370685,4
SID_2024166,95,68.11,Paid,7,55.9,0,Enrolled,cheryl53@example.org,978-858-6410x978,1
SID_2024166,97,73.28,Paid,7,55.9,0,Enrolled,cheryl53@example.org,978-858-6410x978,2
SID_2024166,96,67.25,Paid,7,55.9,0,Enrolled,cheryl53@example.org,978-858-6410x978,3
SID_2024166,91,73.0,Paid,7,55.9,0,Enrolled,cheryl53@example.org,978-858-6410x978,4
SID_2024167,54,30.0,Overdue,2,33.74,0,Dropout,leegrimes@example.org,3935176000,1
SID_2024167,63,30.0,Overdue,2,33.74,0,Dropout,leegrimes@example.org,3935176000,2
SID_2024167,63,32.22,Overdue,2,33.74,0,Dropout,leegrimes@example.org,3935176000,3
SID_2024167,69,34.6,Overdue,2,33.74,0,Dropout,leegrimes@example.org,3935176000,4
SID_2024168,90,68.21,Due,8,79.64,0,Enrolled,mwilliams@example.com,+1-374-437-6332,1
SID_2024168,94,70.87,Due,8,79.64,0,Enrolled,mwilliams@example.com,+1-374-437-6332,2
SID_2024168,93,67.99,Due,8,79.64,0,Enrolled,mwilliams@example.com,+1-374-437-6332,3
SID_2024168,92,67.44,Due,8,79.64,0,Enrolled,mwilliams@example.com,+1-374-437-6332,4
SID_2024169,97,93.52,Paid,8,79.48,0,Graduate,huntersean@example.net,276.793.5352x001,1
SID_2024169,99,97.59,Paid,8,79.48,0,Graduate,huntersean@example.net,276.793.5352x001,2
SID_2024169,98,98.3,Paid,8,79.48,0,Graduate,huntersean@example.net,276.793.5352x001,3
SID_2024169,99,100.0,Paid,8,79.48,0,Graduate,huntersean@example.net,276.793.5352x001,4
SID_2024170,89,81.97,Paid,13,82.66,0,Graduate,bpierce@example.net,(684)782-0961,1
SID_2024170,91,83.61,Paid,13,82.66,0,Graduate,bpierce@example.net,(684)782-0961,2
SID_2024170,90,83.71,Paid,13,82.66,0,Graduate,bpierce@example.net,(684)782-0961,3
SID_2024170,95,84.77,Paid,13,82.66,0,Graduate,bpierce@example.net,(684)782-0961,4
SID_2024171,78,69.49,Paid,6,61.79,1,Enrolled,heathernicholson@example.org,+1-547-787-6000,1
SID_2024171,82,65.47,Paid,6,61.79,1,Enrolled,heathernicholson@example.org,+1-547-787-6000,2
SID_2024171,76,70.05,Paid,6,61.79,1,Enrolled,heathernicholson@example.org,+1-547-787-6000,3
SID_2024171,79,61.23,Paid,6,61.79,1,Enrolled,heathernicholson@example.org,+1-547-787-6000,4
SID_2024172,85,70.55,Paid,4,71.94,0,Enrolled,wooddiana@example.com,001-776-333-1560x935,1
SID_2024172,84,71.73,Paid,4,71.94,0,Enrolled,wooddiana@example.com,001-776-333-1560x935,2
SID_2024172,79,71.97,Paid,4,71.94,0,Enrolled,wooddiana@example.com,001-776-333-1560x935,3
SID_2024172,79,72.5,Paid,4,71.94,0,Enrolled,wooddiana@example.com,001-776-333-1560x935,4
SID_2024173,91,68.52,Paid,6,71.68,0,Enrolled,traceygarcia@example.net,547-889-4006,1
SID_2024173,92,68.28,Paid,6,71.68,0,Enrolled,traceygarcia@example.net,547-889-4006,2
SID_2024173,90,70.88,Paid,6,71.68,0,Enrolled,traceygarcia@example.net,547-889-4006,3
SID_2024173,96,70.11,Paid,6,71.68,0,Enrolled,traceygarcia@example.net,547-889-4006,4
SID_2024174,96,81.45,Paid,7,66.04,1,Enrolled,stephen10@example.net,001-639-518-6227,1
SID_2024174,91,81.55,Paid,7,66.04,1,Enrolled,stephen10@example.net,001-639-518-6227,2
SID_2024174,95,81.0,Paid,7,66.04,1,Enrolled,stephen10@example.net,001-639-518-6227,3
SID_2024174,92,77.98,Paid,7,66.04,1,Enrolled,stephen10@example.net,001-639-518-6227,4
SID_2024175,87,98.01,Paid,8,89.21,0,Graduate,ashley85@example.com,782.430.4503x8734,1
SID_2024175,88,99.24,Paid,8,89.21,0,Graduate,ashley85@example.com,782.430.4503x8734,2
SID_2024175,92,100.0,Paid,8,89.21,0,Graduate,ashley85@example.com,782.430.4503x8734,3
SID_2024175,90,100.0,Paid,8,89.21,0,Graduate,ashley85@example.com,782.430.4503x8734,4
SID_2024176,84,84.85,Paid,4,75.19,0,Enrolled,eric71@example.org,001-432-573-0731,1
SID_2024176,82,82.53,Paid,4,75.19,0,Enrolled,eric71@example.org,001-432-573-0731,2
SID_2024176,85,82.98,Paid,4,75.19,0,Enrolled,eric71@example.org,001-432-573-0731,3
SID_2024176,80,87.81,Paid,4,75.19,0,Enrolled,eric71@example.org,001-432-573-0731,4
SID_2024177,78,73.32,Due,3,75.32,1,Enrolled,thomasrebecca@example.com,+1-719-464-8235x98234,1
SID_2024177,76,70.37,Due,3,75.32,1,Enrolled,thomasrebecca@example.com,+1-719-464-8235x98234,2
SID_2024177,78,73.78,Due,3,75.32,1,Enrolled,thomasrebecca@example.com,+1-719-464-8235x98234,3
SID_2024177,78,71.85,Due,3,75.32,1,Enrolled,thomasrebecca@example.com,+1-719-464-8235x98234,4
SID_2024178,100,91.65,Paid,9,77.64,1,Graduate,lwilliams@example.org,(357)514-7833x508,1
SID_2024178,100,92.49,Paid,9,77.64,1,Graduate,lwilliams@example.org,(357)514-7833x508,2
SID_2024178,100,98.62,Paid,9,77.64,1,Graduate,lwilliams@example.org,(357)514-7833x508,3
SID_2024178,100,99.58,Paid,9,77.64,1,Graduate,lwilliams@example.org,(357)514-7833x508,4
SID_2024179,73,80.16,Paid,3,64.46,1,Enrolled,martha66@example.org,(786)338-4919x88202,1
SID_2024179,75,79.93,Paid,3,64.46,1,Enrolled,martha66@example.org,(786)338-4919x88202,2
SID_2024179,73,82.13,Paid,3,64.46,1,Enrolled,martha66@example.org,(786)338-4919x88202,3
SID_2024179,72,80.07,Paid,3,64.46,1,Enrolled,martha66@example.org,(786)338-4919x88202,4
SID_2024180,83,64.85,Due,4,59.04,1,Enrolled,yvonne61@example.org,(987)786-7670,1
SID_2024180,85,68.25,Due,4,59.04,1,Enrolled,yvonne61@example.org,(987)786-7670,2
SID_2024180,82,66.39,Due,4,59.04,1,Enrolled,yvonne61@example.org,(987)786-7670,3
SID_2024180,82,64.92,Due,4,59.04,1,Enrolled,yvonne61@example.org,(987)786-7670,4
SID_2024181,92,86.17,Paid,11,93.73,0,Graduate,patricia55@example.net,827-974-5163,1
SID_2024181,95,90.24,Paid,11,93.73,0,Graduate,patricia55@example.net,827-974-5163,2
SID_2024181,94,92.77,Paid,11,93.73,0,Graduate,patricia55@example.net,827-974-5163,3
SID_2024181,95,97.19,Paid,11,93.73,0,Graduate,patricia55@example.net,827-974-5163,4
SID_2024182,92,87.39,Paid,7,76.04,0,Graduate,xclark@example.org,363.818.9519x050,1
SID_2024182,92,89.48,Paid,7,76.04,0,Graduate,xclark@example.org,363.818.9519x050,2
SID_2024182,96,95.08,Paid,7,76.04,0,Graduate,xclark@example.org,363.818.9519x050,3
SID_2024182,98,92.43,Paid,7,76.04,0,Graduate,xclark@example.org,363.818.9519x050,4
SID_2024183,51,49.54,Overdue,3,54.35,1,Dropout,emily25@example.net,001-506-524-2864,1
SID_2024183,59,54.54,Overdue,3,54.35,1,Dropout,emily25@example.net,001-506-524-2864,2
SID_2024183,63,60.73,Overdue,3,54.35,1,Dropout,emily25@example.net,001-506-524-2864,3
SID_2024183,69,63.07,Overdue,3,54.35,1,Dropout,emily25@example.net,001-506-524-2864,4
SID_2024184,42,51.04,Due,4,56.71,1,Dropout,donnadunn@example.com,001-436-752-3685x1758,1
SID_2024184,43,52.22,Due,4,56.71,1,Dropout,donnadunn@example.com,001-436-752-3685x1758,2
SID_2024184,47,57.5,Due,4,56.71,1,Dropout,donnadunn@example.com,001-436-752-3685x1758,3
SID_2024184,51,62.3,Due,4,56.71,1,Dropout,donnadunn@example.com,001-436-752-3685x1758,4
SID_2024185,93,89.83,Paid,7,79.54,1,Graduate,hjohnson@example.com,+1-416-822-4872x13291,1
SID_2024185,96,93.33,Paid,7,79.54,1,Graduate,hjohnson@example.com,+1-416-822-4872x13291,2
SID_2024185,98,91.6,Paid,7,79.54,1,Graduate,hjohnson@example.com,+1-416-822-4872x13291,3
SID_2024185,100,100.0,Paid,7,79.54,1,Graduate,hjohnson@example.com,+1-416-822-4872x13291,4
SID_2024186,56,30.0,Overdue,2,44.2,1,Dropout,zleonard@example.org,821-879-8413,1
SID_2024186,55,30.0,Overdue,2,44.2,1,Dropout,zleonard@example.org,821-879-8413,2
SID_2024186,60,30.0,Overdue,2,44.2,1,Dropout,zleonard@example.org,821-879-8413,3
SID_2024186,65,30.17,Overdue,2,44.2,1,Dropout,zleonard@example.org,821-879-8413,4
SID_2024187,93,79.05,Due,7,60.28,1,Enrolled,jason27@example.org,699-947-1284x474,1
SID_2024187,91,81.02,Due,7,60.28,1,Enrolled,jason27@example.org,699-947-1284x474,2
SID_2024187,91,76.18,Due,7,60.28,1,Enrolled,jason27@example.org,699-947-1284x474,3
SID_2024187,91,81.05,Due,7,60.28,1,Enrolled,jason27@example.org,699-947-1284x474,4
SID_2024188,90,92.75,Paid,8,75.89,0,Graduate,hallrose@example.net,(730)430-8470,1
SID_2024188,90,93.46,Paid,8,75.89,0,Graduate,hallrose@example.net,(730)430-8470,2
SID_2024188,91,94.51,Paid,8,75.89,0,Graduate,hallrose@example.net,(730)430-8470,3
SID_2024188,96,100.0,Paid,8,75.89,0,Graduate,hallrose@example.net,(730)430-8470,4
SID_2024189,100,79.84,Paid,14,82.79,1,Graduate,michaelbaker@example.net,+1-780-984-6769x288,1
SID_2024189,100,83.35,Paid,14,82.79,1,Graduate,michaelbaker@example.net,+1-780-984-6769x288,2
SID_2024189,100,86.31,Paid,14,82.79,1,Graduate,michaelbaker@example.net,+1-780-984-6769x288,3
SID_2024189,100,93.21,Paid,14,82.79,1,Graduate,michaelbaker@example.net,+1-780-984-6769x288,4
SID_2024190,87,86.35,Paid,12,85.17,1,Graduate,zharmon@example.org,3787199351,1
SID_2024190,87,90.26,Paid,12,85.17,1,Graduate,zharmon@example.org,3787199351,2
SID_2024190,91,86.84,Paid,12,85.17,1,Graduate,zharmon@example.org,3787199351,3
SID_2024190,89,97.38,Paid,12,85.17,1,Graduate,zharmon@example.org,3787199351,4
SID_2024191,60,42.5,Due,2,35.84,0,Dropout,devin25@example.net,480.737.6614x3061,1
SID_2024191,65,48.98,Due,2,35.84,0,Dropout,devin25@example.net,480.737.6614x3061,2
SID_2024191,69,48.77,Due,2,35.84,0,Dropout,devin25@example.net,480.737.6614x3061,3
SID_2024191,75,53.51,Due,2,35.84,0,Dropout,devin25@example.net,480.737.6614x3061,4
SID_2024192,96,81.18,Paid,8,84.16,1,Graduate,sarahmontoya@example.org,001-823-847-6591x2101,1
SID_2024192,99,80.18,Paid,8,84.16,1,Graduate,sarahmontoya@example.org,001-823-847-6591x2101,2
SID_2024192,100,85.68,Paid,8,84.16,1,Graduate,sarahmontoya@example.org,001-823-847-6591x2101,3
SID_2024192,99,90.4,Paid,8,84.16,1,Graduate,sarahmontoya@example.org,001-823-847-6591x2101,4
SID_2024193,66,30.0,Overdue,2,47.53,1,Dropout,robert48@example.net,(483)598-2922,1
SID_2024193,70,36.28,Overdue,2,47.53,1,Dropout,robert48@example.net,(483)598-2922,2
SID_2024193,74,40.68,Overdue,2,47.53,1,Dropout,robert48@example.net,(483)598-2922,3
SID_2024193,78,42.93,Overdue,2,47.53,1,Dropout,robert48@example.net,(483)598-2922,4
SID_2024194,92,86.16,Due,7,57.58,1,Enrolled,raymondmendoza@example.net,724-791-3932x68776,1
SID_2024194,92,87.19,Due,7,57.58,1,Enrolled,raymondmendoza@example.net,724-791-3932x68776,2
SID_2024194,93,80.05,Due,7,57.58,1,Enrolled,raymondmendoza@example.net,724-791-3932x68776,3
SID_2024194,94,80.24,Due,7,57.58,1,Enrolled,raymondmendoza@example.net,724-791-3932x68776,4
SID_2024195,59,42.94,Due,4,29.12,1,Dropout,wallaceamanda@example.org,(328)693-9203,1
SID_2024195,71,43.69,Due,4,29.12,1,Dropout,wallaceamanda@example.org,(328)693-9203,2
SID_2024195,71,49.87,Due,4,29.12,1,Dropout,wallaceamanda@example.org,(328)693-9203,3
SID_2024195,77,55.25,Due,4,29.12,1,Dropout,wallaceamanda@example.org,(328)693-9203,4
SID_2024196,70,59.54,Due,6,59.14,1,Enrolled,qmann@example.net,590.234.5436x17305,1
SID_2024196,76,67.12,Due,6,59.14,1,Enrolled,qmann@example.net,590.234.5436x17305,2
SID_2024196,72,66.24,Due,6,59.14,1,Enrolled,qmann@example.net,590.234.5436x17305,3
SID_2024196,75,61.68,Due,6,59.14,1,Enrolled,qmann@example.net,590.234.5436x17305,4
SID_2024197,40,30.0,Overdue,4,57.07,1,Dropout,ryan82@example.org,255.377.4718x61460,1
SID_2024197,40,30.0,Overdue,4,57.07,1,Dropout,ryan82@example.org,255.377.4718x61460,2
SID_2024197,41,30.0,Overdue,4,57.07,1,Dropout,ryan82@example.org,255.377.4718x61460,3
SID_2024197,45,31.7,Overdue,4,57.07,1,Dropout,ryan82@example.org,255.377.4718x61460,4
SID_2024198,82,84.29,Paid,3,58.71,1,Enrolled,dbarry@example.org,001-570-372-4803x69104,1
SID_2024198,80,84.24,Paid,3,58.71,1,Enrolled,dbarry@example.org,001-570-372-4803x69104,2
SID_2024198,83,79.09,Paid,3,58.71,1,Enrolled,dbarry@example.org,001-570-372-4803x69104,3
SID_2024198,86,84.6,Paid,3,58.71,1,Enrolled,dbarry@example.org,001-570-372-4803x69104,4
SID_2024199,76,59.6,Paid,4,56.37,0,Enrolled,matthewtorres@example.net,866.709.6589x61822,1
SID_2024199,70,65.7,Paid,4,56.37,0,Enrolled,matthewtorres@example.net,866.709.6589x61822,2
SID_2024199,70,63.56,Paid,4,56.37,0,Enrolled,matthewtorres@example.net,866.709.6589x61822,3
SID_2024199,74,66.49,Paid,4,56.37,0,Enrolled,matthewtorres@example.net,866.709.6589x61822,4
SID_2024200,87,80.28,Paid,7,60.25,1,Enrolled,jeremy26@example.com,8242245233,1
SID_2024200,86,78.42,Paid,7,60.25,1,Enrolled,jeremy26@example.com,8242245233,2
SID_2024200,89,75.14,Paid,7,60.25,1,Enrolled,jeremy26@example.com,8242245233,3
SID_2024200,87,78.43,Paid,7,60.25,1,Enrolled,jeremy26@example.com,8242245233,4
SID_2024201,87,84.16,Paid,6,89.97,0,Graduate,yhodge@example.com,001-565-469-6796,1
SID_2024201,87,85.89,Paid,6,89.97,0,Graduate,yhodge@example.com,001-565-469-6796,2
SID_2024201,91,86.8,Paid,6,89.97,0,Graduate,yhodge@example.com,001-565-469-6796,3
SID_2024201,93,96.41,Paid,6,89.97,0,Graduate,yhodge@example.com,001-565-469-6796,4
SID_2024202,72,62.71,Paid,9,75.35,1,Enrolled,hannah96@example.net,(759)678-9199,1
SID_2024202,72,61.69,Paid,9,75.35,1,Enrolled,hannah96@example.net,(759)678-9199,2
